id	type	language	accessRights	institutionID	institutionCode	basisOfRecord	occurrenceID	recordNumber	recordedBy	recordedByID	individualCount	sex	lifeStage	reproductiveCondition	establishmentMeans	occurrenceStatus	preparations	otherCatalogNumbers	occurrenceRemarks	organismRemarks	eventID	parentEventID	eventDate	eventTime	year	month	day	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventRemarks	continent	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	georeferencedBy	verbatimIdentification	identificationQualifier	identifiedBy	identifiedByID	dateIdentified	identificationRemarks	scientificName	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus
SDA:ART:PDEM:REG2640	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2640	REG2640	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 45		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Carabidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae					Familia	Morfotipo45.	Latreille, 1802	Escarabajo de la tierra	Válido
SDA:ART:PDEM:REG2641	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2641	REG2641	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 79		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Cosmetidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Opiliones | Cosmetidae	Animalia	Arthropoda	Euchelicerata	Opiliones	Cosmetidae					Familia	Morfotipo79.	Sundevall, 1833	Opilion	Válido
SDA:ART:PDEM:REG2642	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2642	REG2642	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	5	3 machos | 2 hembras	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 449		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Linyphiidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Araneae | Linyphiidae	Animalia	Arthropoda	Euchelicerata	Araneae	Linyphiidae					Familia	Morfotipo449.	Blackwall, 1859	Arañas Tejedoras de Sábanas	Válido
SDA:ART:PDEM:REG2643	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2643	REG2643	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2	Macho | Hembra	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 79		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Cosmetidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Opiliones | Cosmetidae	Animalia	Arthropoda	Euchelicerata	Opiliones	Cosmetidae					Familia	Morfotipo79.	Sundevall, 1833	Opilion	Válido
SDA:ART:PDEM:REG2644	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2644	REG2644	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 483		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Nitidulidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Nitidulidae	Animalia	Arthropoda	Insecta	Coleoptera	Nitidulidae					Familia	Morfotipo483.	Latreille, 1802	Escarabajo	Válido
SDA:ART:PDEM:REG2645	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2645	REG2645	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	10	7 machos | 2 hembras	9 adultos | 1 juvenil	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 152		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Gryllidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Orthoptera | Gryllidae	Animalia	Arthropoda	Insecta	Orthoptera	Gryllidae					Familia	Morfotipo152.	Bolívar, 1878	Grillo	Válido
SDA:ART:PDEM:REG2646	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2646	REG2646	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	3	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 41		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Blaberidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Blattodea | Blaberidae	Animalia	Arthropoda	Insecta	Blattodea	Blaberidae					Familia	Morfotipo41.	Saussure, 1864	Cucarachas Gigantes	Válido
SDA:ART:PDEM:REG2647	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2647	REG2647	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_12_TP	ZUQ_12	2021-08-19	18:00:00	2021	08	19	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Nublado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3133	3133	3133	GPS		4.5456639	-74.0735444	WGS84	71		4° 32' 44.390" N, 74° 4' 24.760" W	4° 32' 44.390" N	74° 4' 24.760" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 45		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Carabidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae					Familia	Morfotipo45.	Latreille, 1802	Escarabajo de la tierra	Válido
SDA:ART:PDEM:REG2648	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2648	REG2648	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	3	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_14_TP	ZUQ_14	2021-08-19	18:40:00	2021	08	19	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3130	3130	3130	GPS		4.547825	-74.0727167	WGS84	71		4° 32' 52.170" N, 74° 4' 21.780" W	4° 32' 52.170" N	74° 4' 21.780" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 619		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Opilioacaridae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Opilioacarida | Opilioacaridae	Animalia	Arthropoda	Euchelicerata	Opilioacarida	Opilioacaridae					Familia	Morfotipo619.	With, 1902	Acaro	Válido
SDA:ART:PDEM:REG2649	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2649	REG2649	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_14_TP	ZUQ_14	2021-08-19	18:40:00	2021	08	19	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3130	3130	3130	GPS		4.547825	-74.0727167	WGS84	71		4° 32' 52.170" N, 74° 4' 21.780" W	4° 32' 52.170" N	74° 4' 21.780" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 9		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de orden por que el especimen esta en mal estado o/y esta en un estado inmaduro	Trombidiformes	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Trombidiformes	Animalia	Arthropoda	Euchelicerata	Trombidiformes						Orden	Morfotipo9.	Reuter, 1909	Acaro rojo grande	Válido
SDA:ART:PDEM:REG2650	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2650	REG2650	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_14_TP	ZUQ_14	2021-08-19	18:40:00	2021	08	19	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3130	3130	3130	GPS		4.547825	-74.0727167	WGS84	71		4° 32' 52.170" N, 74° 4' 21.780" W	4° 32' 52.170" N	74° 4' 21.780" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 484		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Formicidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae					Familia	Morfotipo484.	Latreille, 1809	Hormiga	Válido
SDA:ART:PDEM:REG2651	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2651	REG2651	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Hembra	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_14_TP	ZUQ_14	2021-08-19	18:40:00	2021	08	19	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3130	3130	3130	GPS		4.547825	-74.0727167	WGS84	71		4° 32' 52.170" N, 74° 4' 21.780" W	4° 32' 52.170" N	74° 4' 21.780" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 63		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Lycosidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Araneae | Lycosidae	Animalia	Arthropoda	Euchelicerata	Araneae	Lycosidae					Familia	Morfotipo63.	Sundevall, 1833	Araña lobo	Válido
SDA:ART:PDEM:REG2652	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2652	REG2652	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_14_TP	ZUQ_14	2021-08-19	18:40:00	2021	08	19	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3130	3130	3130	GPS		4.547825	-74.0727167	WGS84	71		4° 32' 52.170" N, 74° 4' 21.780" W	4° 32' 52.170" N	74° 4' 21.780" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 619		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Opilioacaridae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Opilioacarida | Opilioacaridae	Animalia	Arthropoda	Euchelicerata	Opilioacarida	Opilioacaridae					Familia	Morfotipo619.	With, 1902	Acaro	Válido
SDA:ART:PDEM:REG2653	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2653	REG2653	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_14_TP	ZUQ_14	2021-08-19	18:40:00	2021	08	19	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3130	3130	3130	GPS		4.547825	-74.0727167	WGS84	71		4° 32' 52.170" N, 74° 4' 21.780" W	4° 32' 52.170" N	74° 4' 21.780" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 312		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Blaberidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Blattodea | Blaberidae	Animalia	Arthropoda	Insecta	Blattodea	Blaberidae					Familia	Morfotipo312.	Saussure, 1864	Cucarachas Gigantes	Válido
SDA:ART:PDEM:REG2654	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2654	REG2654	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Macho	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_15_TP	ZUQ_15	2021-08-19	18:35:00	2021	08	19	Pastos	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3120	3120	3120	GPS		4.5483	-74.0712694	WGS84	71		4° 32' 53.880" N, 74° 4' 16.570" W	4° 32' 53.880" N	74° 4' 16.570" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 79		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Cosmetidae	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Opiliones | Cosmetidae	Animalia	Arthropoda	Euchelicerata	Opiliones	Cosmetidae					Familia	Morfotipo79.	Sundevall, 1833	Opilion	Válido
SDA:ART:PDEM:REG2655	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2655	REG2655	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Macho	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_15_TP	ZUQ_15	2021-08-19	18:35:00	2021	08	19	Pastos	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3120	3120	3120	GPS		4.5483	-74.0712694	WGS84	71		4° 32' 53.880" N, 74° 4' 16.570" W	4° 32' 53.880" N	74° 4' 16.570" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 485		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de género por dificultad en las determinaciones. Se requiere de un especialista	Rhaucus	Animalia | Arthropoda | Chelicerata | Euchelicerata | Arachnida | Opiliones | Cosmetidae | Rhaucus	Animalia	Arthropoda	Euchelicerata	Opiliones	Cosmetidae		Rhaucus			Género	Morfotipo485.	Sundevall, 1833	Opilion	Válido
SDA:ART:PDEM:REG2656	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG2656	REG2656	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				ZUQ_15_TP	ZUQ_15	2021-08-19	18:35:00	2021	08	19	Pastos	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Lluvioso	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Distrital Ecológico de Montaña Serranía de Zuqué	PDEM Serranía de Zuqué	3120	3120	3120	GPS		4.5483	-74.0712694	WGS84	71		4° 32' 53.880" N, 74° 4' 16.570" W	4° 32' 53.880" N	74° 4' 16.570" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 45		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Carabidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae					Familia	Morfotipo45.	Latreille, 1802	Escarabajo de la tierra	Válido
